f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,grade
250,4.1737089202,7,15.7777777778,426,40,376,60,27,90,44,1589,10
256,4.4938016529,4,13.0810810811,484,38,407,48,37,115,67,1590,11
159,4.2740740741,2,20.7692307692,540,25,431,50,26,134,70,1591,9
28,3.9411764706,0,5.6666666667,34,6,33,5,6,7,5,1592,2
199,4.1739130435,2,16.8076923077,437,31,374,42,26,94,38,1593,10
181,4.15,0,17,340,25,289,30,20,76,27,1594,8
168,4.0101265823,2,17.1739130435,395,24,334,56,23,85,26,1595,8
180,4.2780612245,1,12.6451612903,392,32,337,34,31,87,41,1596,9
266,4.6241721854,2,17.2571428571,604,40,472,58,35,172,79,1597,11
225,4.1285714286,7,15.5555555556,560,35,446,62,36,149,61,1598,10
174,3.9540229885,3,14.5,348,31,306,49,24,73,27,1599,9
165,4.0260869565,2,18.1578947368,345,18,307,34,19,56,34,1600,8
179,4.4313099042,3,24.0769230769,313,21,255,30,13,79,49,1601,8
203,4.2331932773,1,17,476,30,384,48,28,122,44,1602,10
171,4.1492537313,1,15.9523809524,335,16,265,35,21,86,30,1603,8
145,4.4166666667,1,14.6666666667,264,23,232,26,18,55,36,1604,8
111,3.8346456693,2,25.4,254,15,219,16,10,50,17,1605,8
152,4.2729658793,0,21.1666666667,381,35,324,32,18,92,48,1606,9
194,4.1612149533,0,12.9696969697,428,30,350,46,33,108,40,1607,9
145,3.7521865889,1,22.8666666667,343,16,283,18,15,76,23,1608,8
223,4.2995169082,5,23,414,31,346,39,18,99,38,1609,9
324,4.314325452,5,17.5365853659,719,58,595,74,41,182,77,1610,11
192,4.0074074074,1,18.4090909091,405,15,343,33,22,77,39,1611,8
141,4.5495867769,0,10.0833333333,242,19,188,48,24,73,36,1612,8
122,4.3343195266,0,19.8823529412,338,16,243,28,17,111,38,1613,9
172,4.3027027027,0,13.7037037037,370,22,305,44,27,87,36,1614,9
157,4.2026315789,2,25.3333333333,380,19,289,25,15,110,33,1615,9
236,5.0420560748,1,15.2857142857,428,28,319,58,28,137,91,1616,9
150,4.3179190751,2,13.84,346,26,273,34,25,99,34,1617,8
121,3.911627907,0,16.5384615385,215,11,176,16,13,50,22,1618,8
199,4.2134570766,1,23.9444444444,431,23,348,21,18,106,48,1619,9
122,4.1301369863,0,20.8571428571,292,14,246,19,14,60,31,1620,7
200,4.5384615385,2,21.2105263158,403,41,333,48,19,111,60,1621,10
296,4.2377158035,2,20.9166666667,753,64,664,38,36,153,81,1622,10
220,4.1163310962,4,18.625,447,28,378,45,24,97,41,1623,9
185,4.0052910053,3,14,378,15,307,51,27,86,31,1624,8
125,4.1459627329,0,18.9411764706,322,21,277,35,17,66,20,1625,8
212,4.6643678161,2,13.1818181818,435,27,350,39,33,112,64,1626,8
176,4.2746478873,1,13.5238095238,284,24,231,32,21,77,30,1627,8
205,4.2821576763,1,13.027027027,482,27,394,61,37,115,51,1628,10
216,3.9432485323,3,16.4838709677,511,25,448,43,31,88,41,1629,10
235,4.396484375,1,18.962962963,512,25,395,52,27,142,64,1630,10
180,3.9362318841,2,16.4285714286,345,22,292,23,21,75,26,1631,8
184,3.9309576837,1,13.2058823529,449,27,413,52,34,63,40,1632,8
133,4.4254385965,3,15.2,228,12,167,27,15,73,34,1633,8
167,4.0751445087,0,21.625,346,24,289,28,16,81,25,1634,8
188,4.4261168385,0,17.1176470588,291,23,224,22,17,90,27,1635,10
212,4.4182879377,1,32.125,514,31,420,22,16,125,58,1636,10
157,4.1245901639,1,16.0526315789,305,14,237,24,19,82,29,1637,8
153,4.3368055556,2,16.9411764706,288,19,237,49,17,70,27,1638,8
191,4.0729411765,1,18.4782608696,425,26,361,51,23,90,39,1639,10
155,3.9141914191,1,14.4285714286,303,18,240,27,21,81,20,1640,8
107,4.2158273381,0,13.2380952381,278,24,225,33,21,77,36,1641,8
153,4.4393442623,0,17.9411764706,305,19,242,35,17,82,41,1642,8
256,4.370212766,0,12.0512820513,470,37,395,61,39,112,62,1643,11
164,4.3043478261,5,16.4285714286,345,29,281,33,21,93,34,1644,8
221,4.901734104,2,14.4166666667,519,39,369,83,36,189,88,1645,11
140,3.8827361564,3,10.9642857143,307,17,255,30,28,69,25,1646,8
127,4.4835164835,1,10.7058823529,182,20,147,26,17,55,26,1647,6
230,4.6357308585,1,11.9722222222,431,44,371,70,36,104,62,1648,11
167,4.4970588235,0,16.1904761905,340,25,274,41,21,91,40,1649,9
161,4.0214477212,2,18.65,373,25,326,24,20,72,30,1650,8
211,4.5113924051,2,10.3947368421,395,24,298,51,38,121,41,1651,9
140,4.9086757991,0,12.8823529412,219,26,177,25,17,68,52,1652,8
147,4.0437956204,2,15.2222222222,274,23,234,27,18,63,19,1653,8
205,4.5205183585,0,15.4333333333,463,35,371,58,30,127,63,1654,9
127,4.5843621399,0,12.7894736842,243,15,198,22,19,60,24,1655,8
108,4.0194552529,1,14.2777777778,257,11,208,18,18,60,15,1656,8
166,4.4046052632,0,23.3846153846,304,25,264,16,13,65,41,1657,8
181,4.2696335079,1,16.6086956522,382,26,312,50,23,96,32,1658,9
200,4.1376975169,1,22.15,443,41,386,34,20,98,42,1659,9
171,4.1779661017,1,12.2068965517,354,33,312,47,29,75,34,1660,8
209,4.1444201313,5,15.2333333333,457,25,375,41,30,107,45,1661,10
193,4.1994680851,2,25.0666666667,376,22,314,31,15,84,40,1662,8
152,4.28,0,15.2173913043,350,20,291,43,23,79,37,1663,9
192,4.015625,2,11.6363636364,384,23,327,58,33,80,35,1664,8
257,4.6238938053,5,12.2162162162,452,36,363,54,37,125,65,1665,9
202,4.041322314,1,15.125,484,39,420,53,32,103,41,1666,9
190,4.4435261708,2,19.1052631579,363,22,280,45,19,105,43,1667,10
220,3.9913419913,1,14,462,34,379,57,33,117,25,1668,9
283,4.5260504202,3,14.512195122,595,35,459,69,41,171,82,1669,10
178,3.9874055416,1,13.6896551724,397,28,346,32,29,79,27,1670,9
269,4.3640939597,3,15.6842105263,596,47,477,66,38,166,65,1671,11
116,4.5353535354,0,14.1428571429,198,16,156,31,14,58,29,1672,6
55,4.3789473684,0,11.875,95,9,87,11,8,17,6,1673,5
208,4.0510440835,1,13.0606060606,431,23,351,51,33,103,30,1674,8
213,3.9423076923,2,18.4516129032,572,47,490,68,31,129,39,1675,11
145,3.7081967213,1,17.9411764706,305,16,257,18,17,64,15,1676,8
246,4.0245398773,2,9.5882352941,489,23,397,82,51,115,44,1677,10
150,4.3111111111,1,24,360,16,283,28,15,93,37,1678,8
154,4.4128440367,1,9.0833333333,327,15,266,52,36,76,43,1679,8
152,3.7358024691,1,81,405,26,315,11,5,116,12,1680,8
95,3.987654321,1,11.5714285714,162,14,141,17,14,35,15,1681,6
187,4.5207100592,0,13,338,35,298,46,26,75,41,1682,8
150,4.6480686695,0,11.65,233,25,194,38,20,64,30,1683,7
163,4.4349206349,1,15.75,315,34,272,39,20,77,35,1684,8
185,4.4502617801,1,16.6086956522,382,24,300,29,23,106,54,1685,8
71,4,0,20.1666666667,121,6,97,7,6,30,10,1686,5
256,4.3323529412,3,17,680,48,580,75,40,148,68,1687,10
201,4.1581395349,0,18.6956521739,430,28,367,51,23,91,30,1688,8
129,4.345,0,9.0909090909,200,16,164,25,22,52,17,1689,7
193,4.4441489362,1,17.9047619048,376,22,302,32,21,96,50,1690,9
221,4.4277227723,1,21.0416666667,505,31,380,51,24,156,57,1691,11
170,4.4898477157,2,14.5925925926,394,28,325,43,27,97,45,1692,9
195,4.1765913758,0,23.1904761905,487,24,414,40,21,97,48,1693,10
199,4.0898203593,1,14.7352941176,501,20,416,54,34,105,38,1694,10
185,4.2181818182,1,14.1935483871,440,34,347,55,31,127,52,1695,9
169,4.5108108108,1,21.7647058824,370,21,296,22,17,95,48,1696,9
181,4.0700280112,6,13.2222222222,357,25,304,41,27,78,26,1697,8
190,4.2591792657,2,20.1304347826,463,34,391,31,23,106,56,1698,8
150,4.2523076923,0,14.7727272727,325,24,261,37,22,88,29,1699,8
211,4.1689814815,8,14.4,432,31,359,54,30,104,49,1700,9
163,4.3322368421,1,17.8823529412,304,17,240,23,17,81,41,1701,8
113,4.1184834123,1,12.4117647059,211,21,173,24,17,59,20,1702,8
255,4.5495145631,2,19.8076923077,515,42,418,57,26,139,81,1703,11
161,4.0974212034,0,13.96,349,23,294,46,25,78,38,1704,8
211,4.3311403509,2,14.7096774194,456,38,384,47,31,110,58,1705,12
109,4.5119617225,2,14.9285714286,209,13,166,17,14,56,28,1706,6
130,3.8589211618,2,15.0625,241,9,198,32,16,52,12,1707,7
111,4.065,0,28.5714285714,200,13,160,17,7,53,16,1708,7
182,4.0261780105,1,9.7948717949,382,29,350,40,39,61,39,1709,8
182,4.282937365,2,17.8076923077,463,28,390,35,26,101,40,1710,9
101,3.7991266376,0,17.6153846154,229,15,189,13,13,55,20,1711,6
197,4.5339578454,1,17.08,427,20,330,52,25,117,67,1712,9
136,4.3095890411,0,13.5185185185,365,23,318,35,27,70,30,1713,8
100,3.8977272727,0,20.3076923077,264,9,226,28,13,47,14,1714,6
221,4.3049907579,0,17.4516129032,541,38,420,51,31,159,62,1715,10
129,3.9897260274,0,36.5,292,13,244,16,8,61,25,1716,7
175,4.1474654378,1,14.4666666667,434,29,339,63,30,124,47,1717,8
174,4.262195122,2,17.2631578947,328,27,264,34,19,91,43,1718,9
184,4.5434243176,0,18.3181818182,403,28,328,45,22,103,56,1719,8
217,4.3741648107,0,20.4090909091,449,33,374,51,22,108,54,1720,11
209,4.0982142857,1,26.3529411765,448,20,371,26,17,97,41,1721,9
169,4.096692112,1,10.9166666667,393,28,326,47,36,95,31,1722,9
190,4.064516129,0,16.0344827586,465,25,372,37,29,118,38,1723,9
229,4.2778993435,1,15.2333333333,457,36,371,52,30,122,48,1724,10
172,4.6022988506,1,13.1818181818,435,42,341,40,33,136,47,1725,9
208,4.323255814,4,19.5454545455,430,24,327,38,22,127,49,1726,9
180,4.2261072261,1,17.875,429,40,357,31,24,112,39,1727,10
200,4.4835390947,1,21.1304347826,486,40,396,33,23,130,54,1728,9
186,4.4134897361,6,17.9473684211,341,25,275,35,19,91,39,1729,8
191,4.5994832041,1,14.8846153846,387,24,296,36,26,115,66,1730,10
163,4.0060790274,0,11.75,329,22,276,45,28,75,27,1731,9
172,4.1209439528,2,16.95,339,23,294,26,20,68,36,1732,8
115,4.5127118644,0,14.75,236,23,193,27,16,66,25,1733,8
212,4.1092077088,0,21.2272727273,467,30,375,37,22,122,46,1734,9
143,4.153256705,0,15.3529411765,261,13,216,24,17,58,27,1735,7
299,4.1854395604,7,16.5454545455,728,34,592,90,44,170,73,1736,11
112,4.2879377432,1,9.1785714286,257,12,208,35,28,61,25,1737,8
147,4.4186746988,2,30.1818181818,332,13,256,27,11,89,36,1738,7
248,4.4725490196,2,16.4516129032,510,36,402,39,31,144,68,1739,10
141,4.2654639175,1,12.9333333333,388,41,352,33,30,77,25,1740,8
154,4.3086419753,1,12.96,324,14,248,43,25,90,33,1741,8
139,4.4703196347,0,19.9090909091,219,15,181,16,11,53,26,1742,6
185,4.3173515982,2,13.2727272727,438,25,377,44,33,86,46,1743,9
257,4.2721774194,2,16,496,33,408,85,31,121,58,1744,11
206,4.5323741007,0,17.375,417,42,350,51,24,109,50,1745,10
181,4.0657534247,2,15.2083333333,365,11,294,38,24,82,29,1746,10
132,3.9514824798,1,16.1304347826,371,28,330,26,23,69,21,1747,8
163,4.5630769231,2,17.1052631579,325,22,276,30,19,71,48,1748,9
78,4.3583333333,0,17.1428571429,120,8,94,9,7,34,9,1749,6
155,4.2434210526,0,13.2173913043,304,13,228,42,23,89,31,1750,8
183,4.5515320334,1,17.95,359,28,285,29,20,102,50,1751,8
246,4.1949685535,4,17.6666666667,477,28,377,59,27,128,47,1752,9
113,4.4421052632,0,19,190,14,148,20,10,56,23,1753,8
311,4.384516129,2,18.023255814,775,53,608,90,43,220,75,1754,10
142,4.5412087912,0,13,364,23,280,43,28,107,59,1755,8
217,4.2322274882,3,14.5517241379,422,30,337,64,29,115,29,1756,10
139,4.1851851852,0,24.3,243,27,213,18,10,57,20,1757,8
265,4.429389313,2,13.4358974359,524,33,408,63,39,149,58,1758,10
185,4.6090909091,0,14.347826087,330,27,265,37,23,92,49,1759,10
255,4.222614841,3,12.3043478261,566,46,464,70,46,148,62,1760,12
170,4.1703910615,2,16.2727272727,358,17,286,39,22,89,26,1761,8
160,4.0816326531,1,20.1764705882,343,21,284,24,17,80,22,1762,8
239,4.8256302521,0,14.4242424242,476,34,337,82,33,173,74,1763,12
183,4.2475490196,0,17,408,31,331,50,24,108,44,1764,8
60,4.22,0,16.6666666667,100,15,87,9,6,28,6,1765,5
195,4.3486486486,3,11.935483871,370,30,301,38,31,99,45,1766,8
183,4.3293556086,1,16.76,419,16,343,39,25,92,58,1767,9
131,4.2505263158,3,39.5833333333,475,30,385,34,12,120,41,1768,8
152,4.6503496503,0,14.3,286,23,229,39,20,80,39,1769,9
195,4.6542857143,1,14.5833333333,350,24,275,59,24,99,40,1770,10
198,4.163538874,1,14.3461538462,373,23,300,47,26,96,39,1771,8
242,4.5551181102,1,15.3939393939,508,32,388,72,33,152,63,1772,10
178,4.119266055,1,17.2105263158,327,19,278,43,19,68,27,1773,8
183,4.6666666667,0,17.8695652174,411,40,329,56,23,122,58,1774,10
174,4.3035230352,0,20.5,369,19,289,30,18,99,38,1775,9
179,4.1813602015,2,20.8947368421,397,21,326,31,19,92,29,1776,9
234,4.0405844156,0,20.5333333333,616,25,516,64,30,125,45,1777,11
74,4.3706896552,0,29,116,2,82,4,4,36,7,1778,5
220,4.0513392857,2,14.4516129032,448,29,352,69,31,125,40,1779,10
226,4.3433476395,4,17.2592592593,466,31,356,52,27,141,45,1780,9
201,3.9008438819,5,19.75,474,23,388,45,24,109,34,1781,10
175,4.4054054054,0,14.4782608696,333,19,261,41,23,91,48,1782,8
218,4.0059171598,3,23.0454545455,507,36,434,30,22,109,26,1783,8
116,4.0046728972,1,11.2631578947,214,8,166,21,19,56,24,1784,7
106,4.4898648649,0,16.4444444444,296,14,231,18,18,79,40,1785,8
128,4.087962963,2,12,216,19,184,19,18,51,25,1787,7
